Object ID;Code;Code param;data-time;Level Water;Notate;Temp;Atm;Speed
1142120;76288;1;03.04.2007;303;;6;749;5
1142121;76289;1;03.04.2007;12;;6;749;5
1142130;76288;1;04.04.2007;324;;4;751;6
1142131;76289;1;04.04.2007;28;;4;751;6
1142140;76288;1;07.04.2007;368;;5;743;5
1142141;76289;1;07.04.2007;65;;5;743;5
1142150;76288;1;08.04.2007;412;;5;746;3
1142151;76289;1;08.04.2007;95;;5;746;3
1142160;76288;1;09.04.2007;582;;4;743;6
1142161;76289;1;09.04.2007;113;;4;743;6
1142170;76288;1;10.04.2007;689;;1;748;7
1142171;76289;1;10.04.2007;187;;1;748;7
1142180;76288;1;11.04.2007;527;;5;758;5
1142181;76289;1;11.04.2007;278;;5;758;5
1142190;76288;1;13.04.2007;509;;3;745;3
1142191;76289;1;13.04.2007;304;;3;745;3
1142200;76288;1;14.04.2007;524;;6;748;5
1142201;76289;1;14.04.2007;306;;6;748;5
1142210;76288;1;15.04.2007;564;;10;753;3
1142211;76289;1;15.04.2007;322;;10;753;3
1142220;76288;1;16.04.2007;613;;9;749;5
1142221;76289;1;16.04.2007;340;;9;749;5
1142230;76288;1;17.04.2007;642;;9;752;3
1142231;76289;1;17.04.2007;386;;9;752;3
1142240;76288;1;18.04.2007;664;;9;753;5
1142241;76289;1;18.04.2007;418;;9;753;5
1142250;76288;1;21.04.2007;711;;8;745;4
1142251;76289;1;21.04.2007;464;;8;745;4
1142260;76288;1;22.04.2007;767;;14;752;5
1142261;76289;1;22.04.2007;504;;14;752;5
1142270;76288;1;23.04.2007;816;;11;755;2
1142271;76289;1;23.04.2007;550;;11;755;2
1142280;76288;1;24.04.2007;859;;7;753;3
1142281;76289;1;24.04.2007;603;;7;753;3
1142290;76288;1;01.04.2009;318;;13;755;5
1142291;76289;1;01.04.2009;89;;13;755;5
1142300;76288;1;31.03.2009;247;;13;763;4
1142301;76289;1;31.03.2009;41;;13;763;4
1142310;76288;1;02.04.2009;385;подвижка;14;745;5
1142311;76289;1;02.04.2009;129;ред.ледоход;14;745;5
1142320;76288;1;03.04.2009;533;затор;1;739;2
1142321;76289;1;03.04.2009;170;ред. ледоход;1;739;2
1142329;76288;1;04.04.2009;579;ледоход;0;743;3
1142330;76289;1;04.04.2009;286;ледоход;0;743;3
1142339;76288;1;05.04.2009;536;чисто;1;747;3
1142340;76289;1;05.04.2009;330;ледоход;1;747;3
1142349;76288;1;06.04.2009;480;чисто;2;748;5
1142350;76289;1;06.04.2009;303;ред.ледоход;2;748;5
1142359;76288;1;07.04.2009;405;;1;740;2
1142360;76289;1;07.04.2009;221;;1;740;2
1142369;76288;1;08.04.2009;343;чисто;-2;751;4
1142370;76289;1;08.04.2009;144;чисто;-2;751;4
1142379;76288;1;09.04.2009;302;сало;0;758;3
1142380;76289;1;09.04.2009;87;чисто;0;758;3
1142387;76288;1;10.04.2009;275;чисто;2;758;5
1142388;76289;1;10.04.2009;97;чисто;2;758;5
1142397;76288;1;11.04.2009;279;чисто;4;753;8
1142398;76289;1;11.04.2009;117;чисто;4;753;8
1142407;76288;1;12.04.2009;273;;4;756;5
1142408;76289;1;12.04.2009;95;;4;756;5
1142417;76288;1;13.04.2009;264;чисто;8;755;2
1142418;76289;1;13.04.2009;78;чисто;8;755;2
1142427;76288;1;14.04.2009;253;чисто;9;753;3
1142428;76289;1;14.04.2009;70;чисто;9;753;3
1142437;76288;1;15.04.2009;244;;10;752;1
1142438;76289;1;15.04.2009;74;;10;752;1
1142447;76288;1;17.04.2009;243;;0;751;2
1142448;76289;1;17.04.2009;64;;0;751;2
1142457;76288;1;18.04.2009;261;;6;751;4
1142458;76289;1;18.04.2009;37;;6;751;4
1142466;76288;1;19.04.2009;283;;7;745;4
1142467;76289;1;19.04.2009;24;;7;745;4
1142475;76288;1;20.04.2009;281;;4;739;2
1142476;76289;1;20.04.2009;27;;4;739;2
1142485;76288;1;21.04.2009;329;;1;732;4
1142486;76289;1;21.04.2009;31;;1;732;4
1142496;76288;1;22.04.2009;393;;2;742;3
1142497;76289;1;22.04.2009;62;;2;742;3
1142506;76289;1;23.04.2009;97;;0;744;4
1142515;76288;1;24.04.2009;351;;7;749;5
1142516;76289;1;24.04.2009;90;;7;749;5
1142521;76288;1;23.04.2009;394;;0;744;4
1142524;76288;1;25.04.2009;322;;3;749;5
1142525;76289;1;25.04.2009;64;;3;749;5
1142534;76288;1;26.04.2009;296;;5;751;2
1142535;76289;1;26.04.2009;52;;5;751;2
1142543;76288;1;27.04.2009;282;;10;750;6
1142544;76289;1;27.04.2009;93;;10;750;6
1142553;76288;1;28.04.2009;291;;17;750;6
1142554;76289;1;28.04.2009;103;;17;750;6
1142563;76288;1;29.04.2009;294;;23;747;5
1142564;76289;1;29.04.2009;98;;23;747;5
1142573;76288;1;30.04.2009;350;;25;744;6
1142574;76289;1;30.04.2009;101;;25;744;6
1142583;76288;1;01.05.2009;403;;12;745;4
1142584;76289;1;01.05.2009;132;;12;745;4
1142592;76288;1;02.05.2009;443;;9;747;5
1142593;76289;1;02.05.2009;150;;9;747;5
1142601;76288;1;03.05.2009;457;;12;749;4
1142602;76289;1;03.05.2009;178;;12;749;4
1142610;76288;1;04.05.2009;437;;17;753;3
1142611;76289;1;04.05.2009;213;;17;753;3
1142618;76288;1;05.05.2009;390;;23;751;5
1142619;76289;1;05.05.2009;212;;23;751;5
1142628;76288;1;06.05.2009;360;;24;755;3
1142629;76289;1;06.05.2009;206;;24;755;3
1142638;76288;1;07.05.2009;287;;25;753;3
1142639;76289;1;07.05.2009;205;;25;753;3
1142648;76288;1;08.05.2009;357;;25;749;3
1142649;76289;1;08.05.2009;212;;25;749;3
1142658;76288;1;09.05.2009;357;;21;747;2
1142659;76289;1;09.05.2009;205;;21;747;2
1142668;76288;1;10.05.2009;350;;15;748;4
1142669;76289;1;10.05.2009;198;;15;748;4
1142677;76288;1;11.05.2009;340;;20;754;4
1142678;76289;1;11.05.2009;190;;20;754;4
1142688;76288;1;12.05.2009;345;;23;754;1
1142689;76289;1;12.05.2009;190;;23;754;1
1142705;76288;1;13.04.2010;430;чисто;3;756;2
1142708;76289;1;13.04.2010;196;редкий ледоход;3;756;2
1146767;3000014;1;01.04.1979;218;;18;758;5
1142719;76288;1;12.04.2010;425;;11;754;3
1142720;76289;1;12.04.2010;162;;11;754;3
1146768;3000014;1;02.04.1979;232;;;;
1142749;76288;1;14.04.2010;449;чисто;6;752;1
1142753;76289;1;14.04.2010;214;редкий ледоход;6;752;1
1146769;3000014;1;03.04.1979;280;;;;
1146770;3000014;1;04.04.1979;286;;;;
1142761;76288;1;02.04.2010;212;;9;764;2
1142762;76289;1;02.04.2010;-42;;9;764;2
1146771;3000014;1;05.04.1979;302;;;;
1142774;76289;1;05.04.2010;-65;;12;759;2
1146772;3000014;1;06.04.1979;338;;;;
1142780;76288;1;06.04.2010;235;;11;758;4
1142781;76289;1;06.04.2010;-63;;11;758;4
1146773;3000014;1;07.04.1979;408;;;;
1142796;76288;1;05.04.2010;220;;12;759;2
1142809;76288;1;07.04.2010;285;;5;764;2
1142810;76289;1;07.04.2010;-35;;5;764;2
1146774;3000014;1;08.04.1979;520;;;;
1142827;76288;1;08.04.2010;371;;6;766;1
1142828;76289;1;08.04.2010;-20;;6;766;1
1146775;3000014;1;09.04.1979;607;;;;
1142846;76288;1;09.04.2010;420;;10;765;2
1142847;76289;1;09.04.2010;38;;10;765;2
1146776;3000014;1;10.04.1979;668;;;;
1142866;76288;1;10.04.2010;518;;11;761;4
1142867;76289;1;10.04.2010;80;;11;761;4
1146777;3000014;1;11.04.1979;685;;;;
1142886;76288;1;11.04.2010;423;;11;758;3
1142887;76289;1;11.04.2010;140;;11;758;3
1146778;3000014;1;12.04.1979;704;;;;
1142906;76288;1;16.04.2010;448;;10;755;4
1142923;76288;1;15.04.2010;452;;5;754;2
1142924;76289;1;15.04.2010;228;;5;754;2
1146779;3000014;1;13.04.1979;772;;;;
1142940;76289;1;16.04.2010;238;;10;755;4
1146780;3000014;1;14.04.1979;867;;;;
1142946;76288;1;17.04.2010;443;;12;756;4
1142947;76289;1;17.04.2010;238;;12;756;4
1146781;3000014;1;15.04.1979;959;;;;
1142963;76288;1;18.04.2010;445;;11;755;10
1142964;76289;1;18.04.2010;234;;11;755;10
1146782;3000014;1;16.04.1979;993;;;;
1142980;76288;1;19.04.2010;468;;10;753;1
1142981;76289;1;19.04.2010;236;;10;753;1
1146783;3000014;1;17.04.1979;1024;;;;
1142997;76288;1;20.04.2010;519;;15;752;1
1142998;76289;1;20.04.2010;245;;15;752;1
1146784;3000014;1;18.04.1979;1030;;;;
1143014;76288;1;21.04.2010;599;;21;755;3
1143015;76289;1;21.04.2010;286;;21;755;3
1146785;3000014;1;19.04.1979;1032;;;;
1143031;76288;1;22.04.2010;661;;22;756;5
1143032;76289;1;22.04.2010;347;;22;756;5
1146786;3000014;1;20.04.1979;1016;;;;
1143048;76288;1;23.04.2010;675;;26;752;5
1143049;76289;1;23.04.2010;380;;26;752;5
1146787;3000014;1;21.04.1979;988;;;;
1143065;76288;1;24.04.2010;676;;13;758;3
1143066;76289;1;24.04.2010;389;;13;758;3
1146788;3000014;1;22.04.1979;940;;;;
1143082;76288;1;25.04.2010;686;;12;757;4
1143083;76289;1;25.04.2010;392;;12;757;4
1146789;3000014;1;23.04.1979;908;;;;
1143099;76288;1;26.04.2010;669;;8;746;3
1143100;76289;1;26.04.2010;397;;8;746;3
1146790;3000014;1;24.04.1979;876;;;;
1143116;76288;1;27.04.2010;604;;3;748;6
1143117;76289;1;27.04.2010;385;;3;748;6
1146791;3000014;1;25.04.1979;839;;;;
1143133;76288;1;28.04.2010;537;;3;749;5
1143134;76289;1;28.04.2010;369;;3;749;5
1146792;3000014;1;26.04.1979;762;;;;
1143150;76288;1;29.04.2010;484;;14;750;3
1143151;76289;1;29.04.2010;365;;14;750;3
1146793;3000014;1;27.04.1979;682;;;;
1143167;76288;1;30.04.2010;439;;14;751;4
1143168;76289;1;30.04.2010;355;;14;751;4
1146794;3000014;1;28.04.1979;609;;;;
1143184;76288;1;01.05.2010;425;;16;754;4
1143185;76289;1;01.05.2010;343;;16;754;4
1146795;3000014;1;29.04.1979;537;;;;
1143200;76288;1;02.05.2010;434;;20;755;4
1143201;76289;1;02.05.2010;339;;20;755;4
1146796;3000014;1;30.04.1979;490;;;;
1143216;76288;1;03.05.2010;426;;26;753;4
1143217;76289;1;03.05.2010;330;;26;753;4
1146797;3000014;1;01.05.1979;446;;;;
1143232;76288;1;04.05.2010;402;;27;756;4
1143233;76289;1;04.05.2010;298;;27;756;4
1146798;3000014;1;02.05.1979;427;;;;
1143250;76288;1;05.05.2010;383;;28;756;3
1143251;76289;1;05.05.2010;258;;28;756;3
1146799;3000014;1;03.05.1979;403;;;;
1143267;76288;1;06.05.2010;365;;28;755;1
1143268;76289;1;06.05.2010;228;;28;755;1
1146800;3000014;1;04.05.1979;388;;;;
1143283;76288;1;07.05.2010;339;;27;754;4
1143284;76289;1;07.05.2010;208;;27;754;4
1146801;3000014;1;05.05.1979;359;;;;
1143298;76289;1;04.04.2011;-73;;7;762;6
1146802;3000014;1;06.05.1979;327;;;;
1143301;76289;1;05.04.2011;-73;;9;766;2
1146803;3000014;1;07.05.1979;336;;;;
1143304;76289;1;06.04.2011;-69;;7;759;2
1146804;3000014;1;08.05.1979;335;;;;
1143307;76289;1;07.04.2011;-69;;10;750;4
1146805;3000014;1;09.05.1979;334;;;;
1143310;76289;1;08.04.2011;-77;;6;738;5
1146806;3000014;1;10.05.1979;345;;;;
1143316;76288;1;10.04.2011;184;;8;737;3
1143317;76289;1;10.04.2011;-89;;8;737;3
1146807;3000014;1;11.05.1979;331;;;;
1143333;76288;1;11.04.2011;197;вода на льду;7;743;5
1143334;76289;1;11.04.2011;-87;неп.ледостав;7;743;5
1146808;3000014;1;12.05.1979;314;;;;
1143350;76288;1;12.04.2011;219;вода на льду;10;749;3
1143351;76289;1;12.04.2011;-58;неп.ледостав;10;749;3
1146809;3000014;1;13.05.1979;303;;;;
1143367;76288;1;13.04.2011;345;подвижка льда;11;748;2
1143368;76289;1;13.04.2011;4;ледоход редкий;11;748;2
1146810;3000014;1;14.05.1979;285;;;;
1143384;76288;1;14.04.2011;453;ледоход;17;737;3
1143385;76289;1;14.04.2011;57;ледоход редкий;17;737;3
1146811;3000014;1;15.05.1979;293;;;;
1143399;76288;1;15.04.2011;558;ледоход;10;744;5
1143400;76289;1;15.04.2011;158;ледоход;10;744;5
1146812;3000014;1;01.04.1988;159;;;;
1143418;76288;1;16.04.2011;664;редкий ледоход;11;755;2
1143419;76289;1;16.04.2011;246;редкий ледоход;11;755;2
1146813;3000014;1;02.04.1988;167;;;;
1143435;76288;1;17.04.2011;722;чисто;10;751;5
1143436;76289;1;17.04.2011;347;редкий ледоход;10;751;5
1146814;3000014;1;03.04.1988;223;;;;
1143451;76288;1;18.04.2011;716;чисто;9;742;2
1143452;76289;1;18.04.2011;396;чисто;9;742;2
1146815;3000014;1;04.04.1988;267;;;;
1143469;76288;1;19.04.2011;706;;6;733;7
1143470;76289;1;19.04.2011;412;;6;733;7
1146816;3000014;1;05.04.1988;380;;;;
1143486;76288;1;20.04.2011;713;;5;742;8
1143487;76289;1;20.04.2011;417;;5;742;8
1146817;3000014;1;06.04.1988;457;;;;
1143503;76288;1;21.04.2011;709;;6;750;2
1143504;76289;1;21.04.2011;410;;6;750;2
1146818;3000014;1;07.04.1988;530;;;;
1143520;76288;1;22.04.2011;654;;4;753;2
1143521;76289;1;22.04.2011;392;;4;753;2
1146819;3000014;1;08.04.1988;583;;;;
1143537;76288;1;23.04.2011;584;;9;756;2
1143538;76289;1;23.04.2011;354;;9;756;2
1146820;3000014;1;09.04.1988;613;;;;
1143554;76288;1;24.04.2011;533;;11;752;4
1143555;76289;1;24.04.2011;302;;11;752;4
1146821;3000014;1;10.04.1988;617;;;;
1143571;76288;1;25.04.2011;505;;10;749;6
1143572;76289;1;25.04.2011;264;;10;749;6
1146822;3000014;1;11.04.1988;637;;;;
1143588;76288;1;26.04.2011;503;;8;756;4
1143589;76289;1;26.04.2011;244;;8;756;4
1146823;3000014;1;12.04.1988;658;;;;
1143605;76288;1;27.04.2011;503;;15;761;4
1143606;76289;1;27.04.2011;238;;15;761;4
1146824;3000014;1;13.04.1988;674;;;;
1143621;76288;1;28.04.2011;489;;18;756;4
1143622;76289;1;28.04.2011;216;;18;756;4
1146825;3000014;1;14.04.1988;679;;;;
1143637;76288;1;29.04.2011;487;;19;750;4
1143638;76289;1;29.04.2011;198;;19;750;4
1146826;3000014;1;15.04.1988;680;;;;
1143653;76288;1;30.04.2011;510;;16;754;2
1143654;76289;1;30.04.2011;196;;16;754;2
1146827;3000014;1;16.04.1988;693;;;;
1143669;76288;1;01.05.2011;538;;23;753;4
1143670;76289;1;01.05.2011;205;;23;753;4
1146828;3000014;1;17.04.1988;703;;;;
1143684;76288;1;02.05.2011;547;;17;752;2
1143685;76289;1;02.05.2011;216;;17;752;2
1146829;3000014;1;18.04.1988;683;;;;
1143701;76288;1;03.05.2011;546;;17;746;4
1143702;76289;1;03.05.2011;238;;17;746;4
1146830;3000014;1;19.04.1988;574;;;;
1143719;76288;1;04.05.2011;547;;17;748;5
1143720;76289;1;04.05.2011;265;;17;748;5
1146831;3000014;1;20.04.1988;444;;;;
1143735;76288;1;05.05.2011;547;;12;753;4
1143736;76289;1;05.05.2011;291;;12;753;4
1146832;3000014;1;21.04.1988;367;;;;
1143753;76288;1;06.05.2011;549;;18;759;4
1143754;76289;1;06.05.2011;306;;18;759;4
1146833;3000014;1;22.04.1988;336;;;;
1143770;76288;1;07.05.2011;530;;19;765;2
1143771;76289;1;07.05.2011;306;;19;765;2
1146834;3000014;1;23.04.1988;399;;;;
1143786;76288;1;08.05.2011;488;;23;762;3
1143787;76289;1;08.05.2011;289;;23;762;3
1146835;3000014;1;24.04.1988;494;;;;
1143804;76288;1;09.05.2011;461;;24;759;2
1143805;76289;1;09.05.2011;273;;24;759;2
1146836;3000014;1;25.04.1988;581;;;;
1143820;76288;1;10.05.2011;433;;25;755;6
1143821;76289;1;10.05.2011;258;;25;755;6
1146837;3000014;1;26.04.1988;615;;;;
1143836;76288;1;06.04.2012;205;;5;750;4
1143837;76289;1;06.04.2012;-28;;5;750;4
1146838;3000014;1;27.04.1988;509;;;;
1143852;76288;1;07.04.2012;283;;5;753;1
1143853;76289;1;07.04.2012;18;;5;753;1
1146839;3000014;1;28.04.1988;421;;;;
1143869;76288;1;08.04.2012;334;;16;750;5
1143870;76289;1;08.04.2012;74;;16;750;5
1146840;3000014;1;29.04.1988;387;;;;
1143886;76288;1;09.04.2012;417;;19;750;4
1143887;76289;1;09.04.2012;120;;19;750;4
1146841;3000014;1;30.04.1988;338;;;;
1143903;76288;1;10.04.2012;542;;18;751;4
1143904;76289;1;10.04.2012;152;;18;751;4
1146842;3000014;1;01.05.1988;311;;;;
1143920;76288;1;11.04.2012;682;;21;748;5
1143921;76289;1;11.04.2012;294;;21;748;5
1146843;3000014;1;02.05.1988;345;;;;
1143937;76288;1;12.04.2012;718;;6;754;2
1143938;76289;1;12.04.2012;382;;6;754;2
1146844;3000014;1;03.05.1988;367;;;;
1143954;76288;1;13.04.2012;784;;15;751;2
1143955;76289;1;13.04.2012;436;;15;751;2
1146845;3000014;1;04.05.1988;358;;;;
1143970;76288;1;14.04.2012;805;;19;750;7
1143971;76289;1;14.04.2012;458;;19;750;7
1146846;3000014;1;05.05.1988;354;;;;
1143986;76288;1;15.04.2012;806;;18;756;1
1143987;76289;1;15.04.2012;458;;18;756;1
1146847;3000014;1;06.05.1988;355;;;;
1144004;76288;1;16.04.2012;791;;20;755;2
1144005;76289;1;16.04.2012;474;;20;755;2
1146848;3000014;1;07.05.1988;342;;;;
1144021;76288;1;17.04.2012;755;;26;750;2
1144022;76289;1;17.04.2012;500;;26;750;2
1146849;3000014;1;08.05.1988;351;;;;
1144038;76288;1;18.04.2012;676;;29;749;5
1144039;76289;1;18.04.2012;500;;29;749;5
1146850;3000014;1;09.05.1988;348;;;;
1144055;76288;1;19.04.2012;627;;19;747;1
1144056;76289;1;19.04.2012;470;;19;747;1
1146851;3000014;1;10.05.1988;345;;;;
1144072;76288;1;20.04.2012;592;;21;752;4
1144073;76289;1;20.04.2012;448;;21;752;4
1146852;3000014;1;11.05.1988;344;;;;
1144089;76288;1;21.04.2012;553;;24;755;2
1144090;76289;1;21.04.2012;422;;24;755;2
1146853;3000014;1;12.05.1988;353;;;;
1144106;76288;1;22.04.2012;507;;22;753;6
1144107;76289;1;22.04.2012;392;;22;753;6
1146854;3000014;1;13.05.1988;351;;;;
1144123;76288;1;23.04.2012;434;;26;751;3
1144124;76289;1;23.04.2012;350;;26;751;3
1146855;3000014;1;14.05.1988;332;;;;
1144140;76288;1;24.04.2012;401;;24;751;3
1144141;76289;1;24.04.2012;302;;24;751;3
1146856;3000014;1;15.05.1988;325;;;;
1144157;76288;1;25.04.2012;384;;21;753;3
1144158;76289;1;25.04.2012;265;;21;753;3
1146857;3000014;1;01.04.1989;130;;;;
1144174;76288;1;26.04.2012;371;;23;754;3
1144175;76289;1;26.04.2012;241;;23;754;3
1146858;3000014;1;02.04.1989;147;;;;
1144191;76288;1;08.04.2013;262;;9;744;3
1144192;76289;1;08.04.2013;-34;Остаточные забереги;9;744;3
1146859;3000014;1;03.04.1989;171;;;;
1144208;76288;1;09.04.2013;321;;4;748;2
1144209;76289;1;09.04.2013;-17;Остаточные забереги;4;748;2
1146860;3000014;1;04.04.1989;172;;;;
1144225;76288;1;10.04.2013;489;;7;755;6
1144226;76289;1;10.04.2013;47;Ледоход;7;755;6
1146861;3000014;1;05.04.1989;171;;;;
1144243;76288;1;11.04.2013;634;;10;749;2
1144244;76289;1;11.04.2013;172;Ледоход;10;749;2
1146862;3000014;1;06.04.1989;173;;;;
1144261;76288;1;12.04.2013;772;;2;755;3
1144262;76289;1;12.04.2013;349;Редкий ледоход;2;755;3
1146863;3000014;1;07.04.1989;179;;;;
1144279;76288;1;13.04.2013;816;;3;755;2
1144280;76289;1;13.04.2013;376;Чисто;3;755;2
1146864;3000014;1;08.04.1989;179;;;;
1144297;76288;1;14.04.2013;836;;3;758;3
1144298;76289;1;14.04.2013;453;Чисто;3;758;3
1146865;3000014;1;09.04.1989;190;;;;
1144315;76288;1;15.04.2013;835;;5;761;4
1144316;76289;1;15.04.2013;475;Чисто;5;761;4
1146866;3000014;1;10.04.1989;216;;;;
1144333;76288;1;16.04.2013;765;;10;762;2
1144334;76289;1;16.04.2013;471;;10;762;2
1146867;3000014;1;11.04.1989;239;;;;
1144350;76288;1;17.04.2013;717;;9;755;3
1144351;76289;1;17.04.2013;448;;9;755;3
1146868;3000014;1;12.04.1989;276;;;;
1144367;76288;1;18.04.2013;653;;10;757;3
1144368;76289;1;18.04.2013;403;;10;757;3
1146869;3000014;1;13.04.1989;340;;;;
1144384;76288;1;19.04.2013;605;;17;753;4
1144385;76289;1;19.04.2013;332;;17;753;4
1146870;3000014;1;14.04.1989;415;;;;
1144401;76288;1;20.04.2013;599;;22;750;5
1144402;76289;1;20.04.2013;342;;22;750;5
1146871;3000014;1;15.04.1989;469;;;;
1144418;76288;1;21.04.2013;651;;22;748;2
1144419;76289;1;21.04.2013;335;;22;748;2
1146872;3000014;1;16.04.1989;513;;;;
1144435;76288;1;22.04.2013;709;;23;746;4
1144436;76289;1;22.04.2013;360;;23;746;4
1146873;3000014;1;17.04.1989;530;;;;
1144452;76288;1;23.04.2013;767;;15;747;5
1144453;76289;1;23.04.2013;380;;15;747;5
1146874;3000014;1;18.04.1989;567;;;;
1144469;76288;1;24.04.2013;803;;14;747;4
1144470;76289;1;24.04.2013;416;;14;747;4
1146875;3000014;1;19.04.1989;630;;;;
1144486;76288;1;25.04.2013;822;;8;746;1
1144487;76289;1;25.04.2013;465;;8;746;1
1146876;3000014;1;20.04.1989;659;;;;
1144503;76288;1;26.04.2013;830;;9;739;2
1144504;76289;1;26.04.2013;501;;9;739;2
1146877;3000014;1;21.04.1989;681;;;;
1144520;76288;1;27.04.2013;806;;7;741;4
1144521;76289;1;27.04.2013;506;;7;741;4
1146878;3000014;1;22.04.1989;694;;;;
1144536;76288;1;28.04.2013;792;;13;743;4
1144537;76289;1;28.04.2013;506;;13;743;4
1146879;3000014;1;23.04.1989;699;;;;
1144552;76288;1;29.04.2013;761;;6;744;3
1144553;76289;1;29.04.2013;498;;6;744;3
1146880;3000014;1;24.04.1989;701;;;;
1144570;76288;1;30.04.2013;732;;12;759;3
1144571;76289;1;30.04.2013;502;;12;759;3
1146881;3000014;1;25.04.1989;703;;;;
1144587;76288;1;01.05.2013;745;;10;753;6
1144588;76289;1;01.05.2013;506;;10;753;6
1146882;3000014;1;26.04.1989;651;;;;
1144604;76288;1;02.05.2013;745;;16;754;4
1144605;76289;1;02.05.2013;509;;16;754;4
1146883;3000014;1;27.04.1989;575;;;;
1144621;76288;1;03.05.2013;718;;17;758;3
1144622;76289;1;03.05.2013;507;;17;758;3
1146884;3000014;1;28.04.1989;546;;;;
1144637;76288;1;04.05.2013;683;;17;755;4
1144638;76289;1;04.05.2013;496;;17;755;4
1146885;3000014;1;29.04.1989;533;;;;
1144654;76288;1;05.05.2013;644;;17;757;2
1144655;76289;1;05.05.2013;465;;17;757;2
1146886;3000014;1;30.04.1989;530;;;;
1144671;76288;1;06.05.2013;620;;12;759;3
1144672;76289;1;06.05.2013;423;;12;759;3
1146887;3000014;1;01.05.1989;570;;;;
1144688;76288;1;07.05.2013;599;;14;747;2
1144689;76289;1;07.05.2013;371;;14;747;2
1146888;3000014;1;02.05.1989;661;;;;
1144705;76288;1;08.05.2013;600;;15;753;4
1144706;76289;1;08.05.2013;347;;15;753;4
1146889;3000014;1;03.05.1989;717;;;;
1144721;76288;1;09.05.2013;601;;16;752;5
1144722;76289;1;09.05.2013;325;;16;752;5
1146890;3000014;1;04.05.1989;735;;;;
1144737;76288;1;10.05.2013;580;;14;755;2
1144738;76289;1;10.05.2013;319;;14;755;2
1146891;3000014;1;05.05.1989;736;;;;
1144753;76288;1;08.04.2014;371;подвижка;2;744;2
1144754;76289;1;08.04.2014;12;редкий ледоход;2;744;2
1146892;3000014;1;06.05.1989;736;;;;
1144770;76288;1;09.04.2014;370;подвижка;1;746;3
1144771;76289;1;09.04.2014;26;редкий ледоход;1;746;3
1146893;3000014;1;07.05.1989;742;;;;
1144787;76288;1;10.04.2014;439;ледоход;0;752;3
1144788;76289;1;10.04.2014;30;редкий ледоход;0;752;3
1146894;3000014;1;08.05.1989;737;;;;
1144804;76288;1;11.04.2014;414;навалы льда на берегу;-1;764;3
1144805;76289;1;11.04.2014;38;редкий ледоход;-1;764;3
1146895;3000014;1;09.05.1989;682;;;;
1144821;76288;1;13.04.2014;305;чисто;6;765;4
1144822;76289;1;13.04.2014;45;редкий ледоход;6;765;4
1146896;3000014;1;10.05.1989;602;;;;
1144838;76288;1;14.04.2014;274;;10;764;3
1144839;76289;1;14.04.2014;40;;10;764;3
1146897;3000014;1;11.05.1989;539;;;;
1144855;76288;1;15.04.2014;278;;12;761;4
1144856;76289;1;15.04.2014;21;;12;761;4
1146898;3000014;1;12.05.1989;488;;;;
1144872;76288;1;16.04.2014;301;;12;762;1
1144873;76289;1;16.04.2014;29;;12;762;1
1146899;3000014;1;13.05.1989;431;;;;
1144889;76288;1;17.04.2014;347;;13;758;2
1144890;76289;1;17.04.2014;52;;13;758;2
1146900;3000014;1;14.05.1989;400;;;;
1144906;76288;1;18.04.2014;372;;10;759;3
1144907;76289;1;18.04.2014;91;;10;759;3
1146901;3000014;1;15.05.1989;382;;;;
1144923;76288;1;19.04.2014;486;;12;760;3
1144924;76289;1;19.04.2014;149;;12;760;3
1146902;3000014;1;01.04.1990;177;;;;
1144940;76288;1;20.04.2014;562;;17;757;3
1144941;76289;1;20.04.2014;216;;17;757;3
1146903;3000014;1;02.04.1990;177;;;;
1144957;76288;1;21.04.2014;600;;12;756;7
1144958;76289;1;21.04.2014;263;;12;756;7
1146904;3000014;1;03.04.1990;184;;;;
1144979;76288;1;22.04.2014;608;;10;766;4
1144980;76289;1;22.04.2014;304;;10;766;4
1146905;3000014;1;04.04.1990;201;;;;
1144997;76288;1;23.04.2014;651;;15;754;8
1144998;76289;1;23.04.2014;344;;15;754;8
1146906;3000014;1;05.04.1990;207;;;;
1145015;76288;1;24.04.2014;692;;1;743;4
1145016;76289;1;24.04.2014;389;;1;743;4
1146907;3000014;1;06.04.1990;192;;;;
1145032;76288;1;25.04.2014;661;;2;741;7
1145033;76289;1;25.04.2014;419;;2;741;7
1146908;3000014;1;07.04.1990;190;;;;
1145049;76288;1;26.04.2014;673;;3;746;5
1145050;76289;1;26.04.2014;431;;3;746;5
1146909;3000014;1;08.04.1990;193;;;;
1145066;76288;1;27.04.2014;640;;4;756;4
1145067;76289;1;27.04.2014;434;;4;756;4
1146910;3000014;1;09.04.1990;216;;;;
1145083;76288;1;28.04.2014;585;;16;755;6
1145084;76289;1;28.04.2014;412;;16;755;6
1146911;3000014;1;10.04.1990;252;;;;
1145100;76288;1;29.04.2014;560;;17;755;6
1145101;76289;1;29.04.2014;368;;17;755;6
1146912;3000014;1;11.04.1990;300;;;;
1145116;76288;1;30.04.2014;462;;15;752;3
1145117;76289;1;30.04.2014;325;;15;752;3
1146913;3000014;1;12.04.1990;361;;;;
1145133;76288;1;01.05.2014;513;;16;745;5
1145134;76289;1;01.05.2014;309;;16;745;5
1146914;3000014;1;13.04.1990;409;;;;
1145150;76288;1;02.05.2014;563;;18;750;1
1145151;76289;1;02.05.2014;335;;18;750;1
